politician,polltype,subgroup,start_date,end_date,pollster_rating_name,sample_size,raw_sample_size,population,weight,approve,disapprove,approve_adjusted,disapprove_adjusted,tracking,url,poll_id,question_id,created_at,timestamp,pollster_rating_id,subpopulation
Joe Biden,potus-approve,All polls,10/12/2023,10/16/2023,YouGov,1675,1675,a,0.610915271,39,54,39.01152528,54.6618537,NA,https://www.yahoo.com/news/poll-americans-sympathies-shift-sharply-toward-israel-in-early-days-of-hamas-war-191315402.html,84440,183841,10/19/2023,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,10/11/2023,10/16/2023,Premise,1850,1850,a,0.462329252,31,63,36.54637141,60.73637267,NA,https://projects.fivethirtyeight.com/polls/20231017_US_Premise.pdf,84439,183692,10/17/2023,2023-11-10T14:34:52Z,709,NA
Joe Biden,potus-approve,All polls,10/13/2023,10/15/2023,Zogby Analytics,869,869,lv,0.316865821,48,50.2,43.27049885,52.78351343,NA,https://www.zogbyanalytics.com/news/1198-latest-data-from-the-zogby-poll-r,84457,183907,10/19/2023,2023-11-10T14:34:52Z,395,NA
Joe Biden,potus-approve,All polls,10/10/2023,10/15/2023,Selzer & Co.,1006,1006,a,0.820036519,38,53,41.68448411,53.6184808,NA,https://www.grinnell.edu/news/grinnell-college-national-poll-shows-biden-trump-dead-heat,84448,183838,10/19/2023,2023-11-10T14:34:52Z,304,NA
Joe Biden,potus-approve,All polls,10/8/2023,10/12/2023,Rasmussen Reports,1500,1500,lv,0.70805148,43,54,41.88480563,50.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,84406,183592,10/13/2023,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,10/9/2023,10/11/2023,Causeway Solutions,1011,1011,rv,0.822071858,37,58,37.15841947,56.52785366,NA,https://conservativeenergynetwork.org/wp-content/uploads/2023/11/CEN_National_Topline_20231017-1.pdf,84534,184742,11/3/2023,2023-11-10T14:34:52Z,680,NA
Joe Biden,potus-approve,All polls,10/11/2023,10/11/2023,Marist College,1313,1313,a,0.662447657,43,52,43.03067336,52.94339705,NA,https://maristpoll.marist.edu/polls/the-war-between-israel-and-hamas/,84408,183594,10/13/2023,2023-11-10T14:34:52Z,183,NA
Joe Biden,potus-approve,All polls,10/9/2023,10/10/2023,RMG Research,1000,1000,rv,0.817587425,39,56,38.13977063,55.32014023,NA,https://twitter.com/ScottWRasmussen/status/1713041355344077298,84409,183605,10/14/2023,2023-11-10T14:34:52Z,555,NA
Joe Biden,potus-approve,All polls,10/4/2023,10/10/2023,Morning Consult,7164,45000,a,1.360249949,39,53,37.85022411,54.27166628,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,84385,183529,10/12/2023,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,10/8/2023,10/10/2023,YouGov,1500,1500,a,0.70805148,41,54,41.01152528,54.6618537,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8o4rs21.pdf,84373,183401,10/11/2023,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,10/4/2023,10/9/2023,SSRS,1255,1255,a,0.915916887,41,59,39.50909323,56.07980347,NA,https://www.cnn.com/2023/10/17/business/cnn-poll-autoworkers-union-strike/index.html,84403,183674,10/17/2023,2023-11-10T14:34:52Z,297,NA
Joe Biden,potus-approve,All polls,10/6/2023,10/9/2023,Beacon Research/Shaw & Co. Research,1007,1007,rv,0.820443991,41,58,38.31540737,56.2041853,NA,https://www.foxnews.com/official-polls/fox-news-poll-72-dissatisfied-with-direction-of-country,84382,183564,10/13/2023,2023-11-10T14:34:52Z,103,NA
Joe Biden,potus-approve,All polls,10/5/2023,10/9/2023,AP-NORC,1163,1163,a,0.881706537,38,61,35.76047761,58.65171071,NA,https://apnorc.org/projects/most-say-biden-has-acted-either-illegally-or-unethically-in-his-sons-business-dealings/,84376,183606,10/14/2023,2023-11-10T14:34:52Z,397,NA
Joe Biden,potus-approve,All polls,10/6/2023,10/8/2023,Ipsos,1024,1024,a,0.827340304,40.4,53.83,39.79499099,53.92073048,NA,https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,84370,183365,10/10/2023,2023-11-10T14:34:52Z,154,NA
Joe Biden,potus-approve,All polls,10/4/2023,10/7/2023,Harris Insights & Analytics,2982,2982,rv,0.998327478,39,56,36.37972414,55.85174531,NA,https://themessenger.com/politics/poll-trump-maintains-narrow-lead-over-biden-exclusive,84374,183403,10/11/2023,2023-11-10T14:34:52Z,133,NA
Joe Biden,potus-approve,All polls,10/4/2023,10/5/2023,Echelon Insights,1033,1033,lv,0.587583195,40,56,37.49162013,55.03952992,NA,https://netchoice.org/new-netchoice-poll-americans-especially-conservatives-love-amazons-services-do-not-support-biden-ftcs-political-crusade-against-it/,84437,183657,10/17/2023,2023-11-10T14:34:52Z,407,NA
Joe Biden,potus-approve,All polls,10/1/2023,10/5/2023,Rasmussen Reports,1500,1500,lv,0.535423763,45,53,43.88480563,49.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,84336,183228,10/6/2023,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,9/29/2023,10/3/2023,Big Village,3030,3030,a,1.360249949,39,53,39.98052906,54.33349054,NA,https://s3.amazonaws.com/cdn.big-village.com/big-village/2023/10/Big-Village-Political-Poll-10.03.23.pdf,84371,183374,10/10/2023,2023-11-10T14:34:52Z,37,NA
Joe Biden,potus-approve,All polls,9/27/2023,10/3/2023,Morning Consult,7164,45000,a,1.360249949,39,54,37.85022411,55.27166628,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,84329,182890,10/5/2023,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,9/30/2023,10/3/2023,YouGov,1500,1500,a,0.70805148,40,55,40.01152528,55.6618537,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_ZHdSXzq.pdf,84306,182706,10/4/2023,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,9/28/2023,10/2/2023,Premise,1784,1784,a,0.454007402,27,64,32.54637141,61.73637267,NA,https://projects.fivethirtyeight.com/polls/20231006_US_Premise.pdf,84338,183233,10/6/2023,2023-11-10T14:34:52Z,709,NA
Joe Biden,potus-approve,All polls,9/28/2023,10/1/2023,McLaughlin & Associates,2000,2000,rv,0.667557337,40.9,59.1,38.98633723,57.04713632,NA,https://americasnewmajorityproject.com/can-the-gop-budget-reverse-the-curse/,84335,183211,10/5/2023,2023-11-10T14:34:52Z,203,NA
Joe Biden,potus-approve,All polls,9/27/2023,9/29/2023,TIPP Insights,1378,1378,a,0.959751528,36,54,36.03053586,59.08430198,NA,https://www.investors.com/news/biden-approval-rating-sinks-to-new-low-on-economic-issues/,84281,182509,10/2/2023,2023-11-10T14:34:52Z,144,NA
Joe Biden,potus-approve,All polls,9/28/2023,9/29/2023,Harris Insights & Analytics,1615,1615,rv,0.734692267,40,56,37.37972414,55.85174531,NA,https://themessenger.com/politics/poll-trump-maintains-commanding-lead-after-second-gop-debate-exclusive,84278,182501,10/1/2023,2023-11-10T14:34:52Z,133,NA
Joe Biden,potus-approve,All polls,9/25/2023,9/28/2023,Marist College,1256,1256,a,0.916281721,42,50,42.03067336,50.94339705,NA,https://maristpoll.marist.edu/polls/2024-presidential-contest/,84307,182708,10/4/2023,2023-11-10T14:34:52Z,183,NA
Joe Biden,potus-approve,All polls,9/25/2023,9/28/2023,Echelon Insights,1011,1011,lv,0.822071858,38,59,35.49162013,58.03952992,NA,https://echeloninsights.com/in-the-news/sept2023-verified-voter-omnibus/,84282,182611,10/2/2023,2023-11-10T14:34:52Z,407,NA
Joe Biden,potus-approve,All polls,9/24/2023,9/28/2023,Rasmussen Reports,1500,1500,lv,0.294371757,49,49,47.88480563,45.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,84275,182485,9/29/2023,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,9/20/2023,9/26/2023,Morning Consult,7164,45000,a,1.360249949,40,52,38.85022411,53.27166628,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,84257,182421,9/28/2023,2023-11-10T14:34:52Z,218,NA
Joe Biden,potus-approve,All polls,9/21/2023,9/26/2023,Verasight,701,701,a,0.684531144,42,52,41.22117612,53.0994818,NA,https://verasight-politics-tracker-2023-sep.tiiny.co/#survey-details,84255,182401,9/27/2023,2023-11-10T14:34:52Z,774,NA
Joe Biden,potus-approve,All polls,9/22/2023,9/26/2023,McLaughlin & Associates,1000,1000,lv,0.578121613,42,54,39.49432313,52.1835337,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2023/09/National-September-Presentation-RELEASE-9-27-23.pdf,84254,182372,9/27/2023,2023-11-10T14:34:52Z,203,NA
Joe Biden,potus-approve,All polls,9/23/2023,9/26/2023,YouGov,1500,1500,a,0.500668003,40,55,40.01152528,55.6618537,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_RTVZfCv.pdf,84250,182269,9/27/2023,2023-11-10T14:34:52Z,391,NA
Joe Biden,potus-approve,All polls,9/18/2023,9/25/2023,Marquette University Law School,1007,1007,a,0.820443991,39,61,37.26000596,57.99886847,NA,https://law.marquette.edu/poll/wp-content/uploads/2023/10/MLSPSC16Toplines.html,84308,183036,10/5/2023,2023-11-10T14:34:52Z,195,NA
Joe Biden,potus-approve,All polls,9/21/2023,9/25/2023,Global Strategy Group/GBAO (Navigator Research),1000,1000,rv,0.817587425,42,56,40.62789904,54.46515112,NA,https://navigatorresearch.org/three-in-five-americans-view-the-republican-partys-position-on-abortion-as-extreme/,84303,182891,10/5/2023,2023-11-10T14:34:52Z,413,NA
Joe Biden,potus-approve,All polls,9/20/2023,9/25/2023,Clarity Campaign Labs,1062,1062,lv,0.842551511,37,54,37.30280987,54.3138053,NA,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/651b174c0e30a96b37667612/1696274255301/Clarity+Omnibus+Overview+-+September+2023.pdf,84293,182677,10/2/2023,2023-11-10T14:34:52Z,52,NA
Joe Biden,potus-approve,All polls,9/22/2023,9/24/2023,Leger,1000,1000,a,0.817587425,37,52,36.03356646,50.87890248,NA,https://leger360.com/north-american-tracker/economic-uncertainty/,84253,182365,9/27/2023,2023-11-10T14:34:52Z,572,NA
Joe Biden,potus-approve,All polls,9/19/2023,9/24/2023,Monmouth University Polling Institute,814,814,a,0.737643306,38,55,39.02187106,55.012729,NA,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_092723.pdf,84244,182349,9/27/2023,2023-11-10T14:34:52Z,215,NA
Joe Biden,potus-approve,All polls,9/22/2023,9/24/2023,McLaughlin & Associates,2000,2000,lv,1.156243225,43.2,56.8,40.69432313,54.9835337,NA,https://americasnewmajorityproject.com/too-pro-union-most-say-politicians-shouldnt-take-sides-in-labor-disputes/,84229,182097,9/25/2023,2023-11-10T14:34:52Z,203,NA
Joe Biden,potus-approve,All polls,9/1/2023,9/23/2023,Gallup,1016,1016,a,0.824102169,41,58,40.87637083,56.24708092,NA,https://news.gallup.com/poll/511640/low-job-ratings-congress-biden-persist.aspx,84248,182238,9/26/2023,2023-11-10T14:34:52Z,112,NA
Joe Biden,potus-approve,All polls,9/17/2023,9/21/2023,Rasmussen Reports,1500,1500,lv,0.70805148,45,54,43.88480563,50.87489544,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,84215,182017,9/22/2023,2023-11-10T14:34:52Z,277,NA
Joe Biden,potus-approve,All polls,9/19/2023,9/20/2023,NewsNation,1000,1000,rv,0.817587425,43.28,56.72,39.71199311,55.27982915,NA,https://www.newsnationnow.com/polls/newsnation-poll-on-gop-primary-race-economy/,84265,182429,9/28/2023,2023-11-10T14:34:52Z,696,NA
Joe Biden,potus-approve,All polls,9/15/2023,9/20/2023,ABC News/The Washington Post,1006,1006,a,0.820036519,37,56,38.58936364,55.12208964,NA,https://abcnews.go.com/Politics/troubles-biden-age-reelection-campaign-poll/story?id=103436611,84224,182043,9/24/2023,2023-11-10T14:34:52Z,3,NA
Joe Biden,potus-approve,All polls,9/17/2023,9/20/2023,American Research Group,1100,1100,a,0.857492926,39,56,37.98754612,56.52888729,NA,https://americanresearchgroup.com/economy/,84208,181956,9/21/2023,2023-11-10T14:34:52Z,9,NA
Joe Biden,potus-approve,All polls,9/13/2023,9/19/2023,Harris Insights & Analytics,3015,3015,rv,0.819628845,40,56,37.37972414,55.85174531,NA,https://themessenger.com/politics/poll-trump-opens-up-lead-over-biden-exclusive,84226,182078,9/25/2023,2023-11-10T14:34:52Z,133,NA
Joe Biden,potus-approve,All polls,9/15/2023,9/19/2023,Hart Research Associates/Public Opinion Strategies,1000,1000,rv,0.817587425,41,56,40.33412319,54.87374793,NA,https://www.nbcnews.com/meet-the-press/first-read/poll-overwhelming-majorities-express-concerns-biden-trump-ahead-2024-r-rcna111347,84225,182045,9/24/2023,2023-11-10T14:34:52Z,221,NA
Joe Biden,potus-approve,All polls,9/18/2023,9/19/2023,RMG Research,1000,1000,rv,0.395470624,40,59,39.13977063,58.32014023,NA,https://twitter.com/RMG_Research/status/1705267986695631181?s=20,84218,182036,9/22/2023,2023-11-10T14:34:52Z,555,NA
